job_title,years_of_experience,location,education_level,company_size,skills,salary_usd
Data Analyst,13,France,Associate,Large,"GCP, MLOps, Data Visualization, SQL, Mathematics",190876.13999999998
AI Product Manager,18,Austria,Master,Large,"Python, NLP, R, Linux",133895.0
Head of AI,0,Netherlands,Bachelor,Small,"Docker, NLP, AWS, Spark, Kubernetes",59966.009999999995
AI Product Manager,2,India,PhD,Large,"PyTorch, TensorFlow, MLOps, SQL, Azure",73138.0
Deep Learning Engineer,4,Australia,Master,Medium,"Hadoop, PyTorch, Tableau",96213.0
AI Specialist,3,China,Master,Small,"Kubernetes, Data Visualization, MLOps",51462.0
AI Specialist,16,China,PhD,Small,"SQL, Hadoop, Scala",114754.0
AI Software Engineer,18,Germany,PhD,Large,"Python, TensorFlow, Computer Vision, PyTorch, NLP",291074.94
AI Software Engineer,9,Sweden,Bachelor,Medium,"Computer Vision, Docker, NLP",110257.0
Autonomous Systems Engineer,6,Ireland,Bachelor,Large,"NLP, PyTorch, Azure, TensorFlow",105618.0
NLP Engineer,7,Norway,Bachelor,Large,"SQL, PyTorch, Docker",224550.0
Autonomous Systems Engineer,5,India,Bachelor,Small,"TensorFlow, Tableau, NLP, PyTorch",70859.0
AI Consultant,3,Denmark,PhD,Large,"Kubernetes, Docker, TensorFlow, PyTorch",160929.0
Principal Data Scientist,0,Denmark,Master,Large,"Hadoop, AWS, Python, Spark",120019.0
ML Ops Engineer,17,Germany,Master,Large,"MLOps, TensorFlow, Docker",204785.09999999998
Data Engineer,1,United States,Bachelor,Small,"NLP, Python, Spark, Data Visualization, Kubernetes",71084.0
AI Architect,2,Switzerland,PhD,Large,"Tableau, Docker, GCP",119199.0
Data Analyst,5,Netherlands,PhD,Small,"Linux, Hadoop, Spark",156787.02
NLP Engineer,10,Denmark,Associate,Large,"Scala, Data Visualization, SQL, MLOps",354647.0
Research Scientist,18,India,PhD,Large,"Deep Learning, AWS, GCP, Tableau",156004.0
Principal Data Scientist,12,Sweden,Associate,Large,"GCP, AWS, NLP, Scala",176316.0
Machine Learning Engineer,2,Germany,Associate,Medium,"PyTorch, GCP, Deep Learning",123665.48999999999
Data Analyst,0,Ireland,Associate,Small,"Docker, Tableau, Java",45763.0
AI Product Manager,10,Sweden,PhD,Large,"Data Visualization, Azure, PyTorch, Linux",236381.0
Machine Learning Researcher,8,Norway,PhD,Medium,"Python, TensorFlow, MLOps",166468.0
Deep Learning Engineer,4,South Korea,PhD,Medium,"Linux, SQL, TensorFlow, R, NLP",58338.0
Machine Learning Researcher,0,Germany,Associate,Small,"NLP, Git, PyTorch",73959.20999999999
AI Software Engineer,0,Singapore,PhD,Large,"Hadoop, Tableau, PyTorch, Git",83867.0
Data Engineer,1,Australia,Associate,Large,"Java, SQL, Azure, Scala",79605.0
Deep Learning Engineer,1,Switzerland,Bachelor,Large,"NLP, PyTorch, TensorFlow, Azure, Data Visualization",109754.0
Deep Learning Engineer,15,Germany,Bachelor,Large,"TensorFlow, Spark, Python, Kubernetes",333779.94
Research Scientist,14,Germany,PhD,Small,"Spark, Linux, Computer Vision, Python",187900.83
Deep Learning Engineer,0,Sweden,Master,Large,"TensorFlow, Hadoop, Docker, Tableau",91451.0
Machine Learning Researcher,0,Finland,Master,Small,"R, Tableau, Deep Learning, Git",40343.0
Robotics Engineer,14,Netherlands,Master,Medium,"GCP, SQL, R",241189.65
AI Specialist,17,Switzerland,Master,Medium,"Scala, GCP, Python",264257.0
AI Specialist,18,Sweden,PhD,Small,"Python, PyTorch, Linux, Statistics",209330.0
Data Scientist,7,Denmark,Bachelor,Medium,"Python, TensorFlow, NLP, Git, GCP",157531.0
AI Product Manager,8,United States,Associate,Large,"Python, Data Visualization, TensorFlow, GCP, Mathematics",144181.0
AI Architect,1,Finland,Master,Large,"MLOps, Spark, Statistics, SQL, AWS",42236.0
ML Ops Engineer,9,Denmark,Associate,Small,"Scala, Deep Learning, Python, GCP",124366.0
Autonomous Systems Engineer,2,Austria,Associate,Medium,"PyTorch, SQL, Deep Learning, Tableau, Git",77881.0
AI Software Engineer,13,Singapore,PhD,Small,"Kubernetes, Linux, SQL, Computer Vision",133495.0
AI Specialist,11,Finland,Associate,Large,"Python, Hadoop, Git, TensorFlow",172428.0
AI Research Scientist,6,United Kingdom,Associate,Small,"AWS, Kubernetes, Mathematics, Computer Vision",168490.80000000002
Head of AI,0,Sweden,PhD,Large,"Python, TensorFlow, Scala",88694.0
AI Software Engineer,0,United Kingdom,Master,Large,"Statistics, Git, Deep Learning, Python",115736.85
Research Scientist,1,Australia,Master,Small,"Linux, Python, AWS, NLP",66115.0
Research Scientist,3,Germany,Bachelor,Small,"Java, Azure, R, Data Visualization, PyTorch",100233.9
Autonomous Systems Engineer,2,Japan,Associate,Large,"PyTorch, NLP, Git, Docker, Spark",72788.0
Data Analyst,3,Canada,PhD,Small,"Mathematics, R, AWS",78161.0
Deep Learning Engineer,4,Norway,PhD,Large,"PyTorch, Scala, Computer Vision, AWS, Python",133857.0
Head of AI,7,Switzerland,Associate,Medium,"TensorFlow, Deep Learning, Java, Python",211195.0
Head of AI,12,United States,Bachelor,Large,"MLOps, Kubernetes, NLP",237312.0
NLP Engineer,4,Canada,Bachelor,Large,"MLOps, Java, R, SQL, Mathematics",93705.0
Principal Data Scientist,12,Norway,Associate,Medium,"SQL, Azure, Hadoop",238964.0
Data Analyst,4,Sweden,PhD,Large,"TensorFlow, Docker, Tableau, Computer Vision",84031.0
Data Engineer,5,India,PhD,Large,"Scala, Git, MLOps",123539.0
AI Product Manager,0,Australia,Associate,Large,"AWS, R, SQL, Git",84132.0
Data Analyst,8,Denmark,Bachelor,Small,"SQL, Hadoop, GCP, PyTorch",163835.0
NLP Engineer,0,United Kingdom,PhD,Small,"Java, Git, NLP, AWS, PyTorch",90463.5
NLP Engineer,0,Denmark,PhD,Large,"TensorFlow, NLP, Linux, Data Visualization, GCP",110672.0
AI Specialist,0,Finland,Master,Medium,"Deep Learning, Azure, Statistics, PyTorch",56123.0
Head of AI,0,France,Associate,Large,"GCP, TensorFlow, Scala, Computer Vision, R",85998.51
ML Ops Engineer,11,Sweden,Associate,Medium,"Tableau, R, SQL, PyTorch",222602.0
AI Consultant,3,Austria,Associate,Large,"Git, Tableau, Python, Deep Learning",68618.0
Autonomous Systems Engineer,1,United States,Master,Large,"NLP, Java, Kubernetes, R, Mathematics",75835.0
AI Product Manager,8,Australia,Master,Medium,"PyTorch, Deep Learning, Scala, TensorFlow",132252.0
Head of AI,4,China,Master,Small,"SQL, Python, Git, Spark",56723.0
AI Architect,0,India,Master,Small,"NLP, Scala, R",38864.0
Data Scientist,3,Israel,Associate,Large,"Docker, Kubernetes, Java, Computer Vision, MLOps",80032.0
Computer Vision Engineer,0,Australia,PhD,Small,"GCP, Linux, Docker, Git",61490.0
Research Scientist,3,United Kingdom,PhD,Large,"Linux, TensorFlow, Data Visualization, Spark",121693.05
Data Scientist,4,Austria,Associate,Medium,"R, Kubernetes, Hadoop, Azure",72859.0
Principal Data Scientist,8,Switzerland,Associate,Medium,"AWS, Data Visualization, PyTorch",213897.0
Machine Learning Engineer,12,Norway,Bachelor,Medium,"Computer Vision, MLOps, Hadoop",298955.0
ML Ops Engineer,10,Austria,Master,Small,"NLP, Scala, Spark",126821.0
Data Analyst,4,Austria,PhD,Small,"MLOps, Docker, Spark, Python, Linux",55672.0
Data Engineer,1,Ireland,Bachelor,Large,"Scala, Git, Spark",46459.0
Machine Learning Engineer,11,Sweden,Master,Large,"NLP, AWS, MLOps",161300.0
Data Engineer,7,Austria,Associate,Small,"Spark, TensorFlow, Java, Docker, NLP",72143.0
AI Specialist,1,Japan,PhD,Small,"Kubernetes, Statistics, PyTorch",51204.0
Autonomous Systems Engineer,0,Germany,PhD,Small,"Docker, Hadoop, Statistics",57246.92999999999
AI Consultant,10,United Kingdom,Associate,Medium,"Statistics, SQL, Linux",289647.9
Data Scientist,3,Austria,PhD,Medium,"Hadoop, Computer Vision, Data Visualization, Statistics",66889.0
AI Architect,5,Israel,Bachelor,Large,"Computer Vision, Git, Kubernetes",86252.0
Data Engineer,1,Singapore,Master,Small,"PyTorch, Scala, AWS",56366.0
AI Architect,5,United Kingdom,Bachelor,Small,"Spark, NLP, Statistics, R",144607.95
Research Scientist,6,Norway,Bachelor,Small,"Mathematics, Tableau, Git",151592.0
Machine Learning Engineer,1,Ireland,PhD,Large,"Spark, Linux, Tableau, NLP, Scala",45656.0
AI Product Manager,7,France,Master,Small,"PyTorch, AWS, Mathematics, GCP",101772.45
Data Engineer,2,Denmark,Master,Medium,"Computer Vision, Python, TensorFlow",102104.0
Robotics Engineer,3,South Korea,PhD,Large,"Deep Learning, R, Java, Computer Vision",71629.0
Autonomous Systems Engineer,2,Netherlands,Master,Small,"GCP, TensorFlow, Data Visualization, Tableau, MLOps",92435.84999999999
AI Architect,17,Denmark,Master,Medium,"Git, GCP, NLP, PyTorch, TensorFlow",211004.0
Robotics Engineer,13,Netherlands,PhD,Large,"Java, Data Visualization, Scala, Computer Vision, MLOps",358289.1
AI Research Scientist,2,France,PhD,Small,"Computer Vision, GCP, NLP",95765.67
AI Software Engineer,14,Sweden,PhD,Large,"NLP, Python, Data Visualization",163389.0
Data Engineer,0,Austria,Associate,Medium,"Linux, Python, Git",51569.0
NLP Engineer,12,Singapore,Associate,Small,"R, Scala, Linux, Git",167063.0
Robotics Engineer,16,Japan,Master,Small,"Git, PyTorch, Computer Vision, Docker, Kubernetes",117420.0
Autonomous Systems Engineer,1,Denmark,Master,Medium,"Git, Deep Learning, Computer Vision, Linux",73664.0
Data Scientist,13,France,Associate,Small,"Git, Scala, Kubernetes",190419.84
Data Engineer,16,South Korea,PhD,Medium,"R, Python, Mathematics, Tableau, Kubernetes",121559.0
Robotics Engineer,1,Germany,Associate,Small,"Java, GCP, Computer Vision",60396.57
AI Consultant,11,Japan,Associate,Large,"Kubernetes, GCP, NLP, Java, Deep Learning",203413.0
Data Analyst,6,China,Associate,Medium,"Mathematics, Python, Data Visualization, GCP, TensorFlow",85042.0
Data Engineer,7,United Kingdom,Associate,Large,"Linux, Kubernetes, Computer Vision, SQL, Spark",232956.00000000003
NLP Engineer,14,Israel,PhD,Small,"Azure, R, Computer Vision, MLOps, PyTorch",154305.0
Head of AI,9,China,PhD,Large,"Statistics, Java, SQL, Python, Data Visualization",111787.0
AI Software Engineer,9,Canada,Associate,Medium,"PyTorch, TensorFlow, GCP, Git, Azure",143613.0
AI Product Manager,9,Singapore,Bachelor,Large,"Git, Spark, MLOps",130680.0
AI Product Manager,0,Austria,Bachelor,Large,"TensorFlow, Deep Learning, Hadoop, MLOps",46937.0
AI Research Scientist,1,Israel,PhD,Small,"R, SQL, Data Visualization, Computer Vision",33503.0
AI Research Scientist,15,Japan,Master,Medium,"GCP, Linux, Kubernetes, Python",111531.0
Machine Learning Engineer,3,Germany,PhD,Large,"Java, Python, GCP, PyTorch",119226.51
Research Scientist,0,United States,Associate,Small,"PyTorch, Java, Azure, NLP",76846.0
Computer Vision Engineer,7,Israel,PhD,Medium,"Spark, Hadoop, Java, Scala",74133.0
Deep Learning Engineer,2,United States,PhD,Large,"Kubernetes, Java, Git, GCP, Tableau",113366.0
Deep Learning Engineer,19,China,Master,Medium,"Mathematics, Scala, Deep Learning, MLOps",123241.0
Head of AI,0,United States,Bachelor,Small,"Linux, Python, Azure, Java, TensorFlow",79228.0
Head of AI,8,India,Bachelor,Small,"AWS, SQL, TensorFlow, Data Visualization, Docker",75360.0
AI Research Scientist,16,Singapore,PhD,Medium,"GCP, Spark, Scala, NLP",227270.0
Machine Learning Engineer,3,Ireland,Associate,Small,"TensorFlow, GCP, SQL, Mathematics",55179.0
NLP Engineer,0,Singapore,Associate,Medium,"R, SQL, AWS",55582.0
Head of AI,0,Finland,PhD,Small,"Scala, Python, Mathematics, Linux, AWS",46985.0
Data Engineer,8,Ireland,Master,Large,"GCP, PyTorch, Linux, SQL, R",113181.0
Machine Learning Researcher,0,South Korea,Associate,Small,"R, Kubernetes, AWS",35027.0
ML Ops Engineer,4,United States,PhD,Medium,"Computer Vision, R, TensorFlow, GCP, Git",127193.0
Data Analyst,7,France,Master,Medium,"Java, Data Visualization, Python",140175.36
Research Scientist,1,Canada,PhD,Small,"R, Java, Spark, SQL",56789.0
Head of AI,8,Ireland,PhD,Large,"Python, Spark, Mathematics",111185.0
AI Architect,1,Austria,PhD,Medium,"R, Java, Hadoop, Data Visualization, Spark",49761.0
Research Scientist,4,United States,Associate,Small,"SQL, MLOps, Scala",113629.0
Data Engineer,17,China,Master,Small,"MLOps, Git, Linux, Deep Learning",104611.0
Machine Learning Engineer,9,Sweden,Bachelor,Large,"Docker, PyTorch, GCP",154633.0
AI Software Engineer,0,Australia,Master,Medium,"PyTorch, Azure, SQL",75857.0
AI Architect,5,China,Associate,Small,"Python, Data Visualization, GCP",76892.0
Data Engineer,3,Canada,Bachelor,Medium,"Linux, R, Scala",92791.0
Computer Vision Engineer,4,South Korea,Associate,Medium,"Kubernetes, Python, Git, Hadoop",54155.0
Data Analyst,2,Sweden,Bachelor,Medium,"Spark, R, TensorFlow",95911.0
Research Scientist,3,India,Master,Medium,"Statistics, Linux, Python",74695.0
Data Engineer,5,China,PhD,Medium,"Git, Linux, Hadoop, Spark, GCP",73709.0
Computer Vision Engineer,12,United States,PhD,Medium,"Java, R, Computer Vision, Git",188500.0
Robotics Engineer,2,Japan,Bachelor,Medium,"SQL, Statistics, Spark, AWS, GCP",70816.0
Data Analyst,19,China,Master,Medium,"NLP, Tableau, GCP, Kubernetes",128258.0
Research Scientist,7,Singapore,Associate,Large,"Git, AWS, Python, Computer Vision, TensorFlow",154593.0
AI Research Scientist,14,France,Master,Medium,"Hadoop, Scala, NLP, Python",194088.96
ML Ops Engineer,4,France,PhD,Medium,"Java, SQL, Statistics, MLOps, TensorFlow",112807.89
Data Analyst,2,Norway,Associate,Small,"TensorFlow, Scala, Git",122880.0
Computer Vision Engineer,0,Sweden,PhD,Medium,"Scala, NLP, MLOps",59665.0
AI Architect,14,Ireland,PhD,Small,"Linux, Docker, Scala, SQL",132048.0
Deep Learning Engineer,9,Australia,Associate,Large,"Mathematics, GCP, AWS, Git, Python",139280.0
Robotics Engineer,2,France,Master,Large,"Hadoop, AWS, Azure",115456.76999999999
Computer Vision Engineer,9,Australia,Bachelor,Small,"Python, Azure, TensorFlow, NLP, MLOps",119365.0
Machine Learning Researcher,4,Germany,Bachelor,Medium,"Azure, Java, Linux, Scala",105264.9
AI Architect,4,Singapore,PhD,Large,"Linux, MLOps, Java",125001.0
Data Scientist,7,Switzerland,Master,Small,"Linux, Hadoop, Computer Vision, PyTorch",145315.0
Computer Vision Engineer,1,Norway,Master,Small,"Mathematics, Python, Docker, Linux, TensorFlow",80630.0
Computer Vision Engineer,2,Israel,Master,Medium,"Scala, AWS, Computer Vision",74392.0
ML Ops Engineer,17,Switzerland,Associate,Medium,"MLOps, AWS, Deep Learning",352006.0
ML Ops Engineer,10,Israel,Bachelor,Small,"Statistics, R, Tableau, Data Visualization",155497.0
AI Research Scientist,6,South Korea,Master,Large,"GCP, MLOps, R, Computer Vision",94830.0
AI Research Scientist,9,Singapore,Master,Large,"MLOps, Azure, Data Visualization, Python, NLP",152098.0
ML Ops Engineer,4,Australia,Associate,Small,"Statistics, GCP, Python, Tableau",87938.0
Deep Learning Engineer,0,Japan,Bachelor,Medium,"Spark, TensorFlow, PyTorch, Mathematics",43719.0
Deep Learning Engineer,2,Israel,Associate,Medium,"Linux, Azure, Docker, Mathematics, Python",56906.0
Machine Learning Engineer,1,France,Associate,Medium,"R, PyTorch, NLP",82557.54
Head of AI,1,Sweden,Bachelor,Small,"Statistics, Linux, Python, Deep Learning, Docker",69507.0
Autonomous Systems Engineer,4,Switzerland,Associate,Medium,"Python, R, Docker, Mathematics",125185.0
Head of AI,3,China,PhD,Medium,"Scala, Python, Azure",73233.0
AI Consultant,1,China,Master,Medium,"TensorFlow, Mathematics, SQL, GCP",53951.0
AI Consultant,16,Australia,Associate,Small,"Data Visualization, R, Git, AWS, Computer Vision",126405.0
NLP Engineer,14,Sweden,Master,Large,"AWS, NLP, Azure",226801.0
AI Research Scientist,11,Switzerland,PhD,Small,"R, PyTorch, GCP, Hadoop, MLOps",290348.0
Machine Learning Engineer,1,Denmark,Associate,Small,"R, Azure, SQL, AWS",82830.0
Research Scientist,4,Sweden,Associate,Small,"Statistics, Hadoop, NLP",81030.0
Robotics Engineer,5,Canada,Associate,Medium,"AWS, Git, Kubernetes, TensorFlow",142978.0
ML Ops Engineer,4,France,Associate,Medium,"MLOps, Java, TensorFlow",91520.90999999999
Robotics Engineer,11,Finland,Bachelor,Medium,"Hadoop, Mathematics, Python, Git, Statistics",107884.0
AI Consultant,6,Sweden,Master,Small,"Docker, NLP, Azure, GCP, PyTorch",103895.0
Research Scientist,13,Norway,PhD,Medium,"SQL, Computer Vision, Linux, Statistics",285675.0
AI Product Manager,19,Finland,PhD,Medium,"MLOps, PyTorch, Linux, NLP",161838.0
Data Analyst,1,United Kingdom,Bachelor,Medium,"Scala, Java, SQL, Deep Learning, PyTorch",107823.15000000001
AI Consultant,12,Ireland,PhD,Medium,"SQL, Spark, PyTorch, GCP",97207.0
AI Specialist,3,United States,PhD,Large,"Statistics, Mathematics, TensorFlow",109004.0
Machine Learning Engineer,12,Denmark,Bachelor,Medium,"SQL, GCP, AWS, Data Visualization, MLOps",233463.0
Machine Learning Engineer,4,Netherlands,PhD,Small,"Docker, GCP, Python, Statistics",113646.78
Machine Learning Engineer,7,Norway,Bachelor,Large,"R, SQL, Scala, Git",183795.0
AI Architect,16,United Kingdom,Associate,Medium,"Data Visualization, Git, NLP, Kubernetes, SQL",340158.15
Computer Vision Engineer,7,Switzerland,Bachelor,Medium,"MLOps, Python, Statistics",207518.0
Data Analyst,19,Singapore,Bachelor,Small,"Statistics, SQL, Python, PyTorch, TensorFlow",165928.0
AI Software Engineer,5,South Korea,Bachelor,Large,"NLP, Linux, SQL, PyTorch, GCP",99278.0
Deep Learning Engineer,10,Canada,PhD,Small,"TensorFlow, R, NLP",128084.0
AI Consultant,5,Australia,Master,Small,"GCP, MLOps, Python, Statistics",104779.0
Deep Learning Engineer,3,Australia,Master,Small,"Docker, AWS, PyTorch",98366.0
AI Specialist,9,France,PhD,Medium,"Hadoop, AWS, PyTorch",168070.5
Data Engineer,6,India,Master,Large,"R, SQL, Git, AWS",89375.0
AI Architect,15,Switzerland,Associate,Large,"Python, Linux, Tableau, TensorFlow",398084.0
NLP Engineer,19,Singapore,PhD,Large,"Deep Learning, Git, Computer Vision",221984.0
Deep Learning Engineer,0,Singapore,PhD,Small,"Spark, TensorFlow, Scala, PyTorch",73013.0
Machine Learning Researcher,4,Ireland,PhD,Small,"Linux, Mathematics, Data Visualization",61227.0
Deep Learning Engineer,0,Sweden,Associate,Medium,"AWS, Java, MLOps, GCP",73885.0
Robotics Engineer,3,Denmark,PhD,Large,"Data Visualization, Scala, Linux",117633.0
Deep Learning Engineer,1,United Kingdom,Bachelor,Large,"Tableau, Python, Statistics, Linux",113381.1
AI Consultant,8,Norway,Associate,Large,"Azure, Tableau, GCP",215846.0
Machine Learning Researcher,17,Finland,Associate,Small,"Computer Vision, R, Git, PyTorch",139748.0
Machine Learning Engineer,8,Canada,Master,Small,"Kubernetes, R, Python, TensorFlow, NLP",105986.0
Data Scientist,19,Norway,Master,Large,"Python, SQL, Deep Learning",214633.0
AI Consultant,1,Germany,Master,Small,"Kubernetes, Git, Statistics, Deep Learning, Python",60057.27
Robotics Engineer,9,Austria,Master,Medium,"R, TensorFlow, Data Visualization",95242.0
Machine Learning Researcher,0,Switzerland,Associate,Small,"Python, Tableau, Scala",77426.0
Data Scientist,0,Sweden,Bachelor,Large,"Python, MLOps, Computer Vision, Git",76061.0
Data Scientist,2,United States,Bachelor,Small,"Data Visualization, Kubernetes, NLP, Scala, Git",108968.0
AI Product Manager,0,United States,Master,Medium,"MLOps, GCP, PyTorch",76903.0
AI Consultant,3,Israel,Master,Large,"PyTorch, Tableau, Linux",63497.0
AI Research Scientist,1,Australia,PhD,Small,"Linux, SQL, R, GCP, Java",56447.0
Robotics Engineer,2,Canada,PhD,Medium,"Mathematics, Git, NLP, Docker",74067.0
Data Analyst,8,China,Master,Medium,"AWS, Scala, R",105123.0
Machine Learning Researcher,1,Canada,Master,Medium,"NLP, Hadoop, Data Visualization",70298.0
Data Analyst,12,United States,Associate,Small,"Linux, Scala, Hadoop, Kubernetes, Git",211934.0
